ID,NAME,RESPONSE,PREFEC,DISTRICT,PR,PRBLOCK,PARTY,MINSHIN,INCUMB,TERM,SEX,AGE,RESULT,Q1_1,Q1_2,Q1_3,Q2_1,Q2_2,Q2_3,Q2_4,Q2_5,Q2_6,Q2_7,Q2_8,Q2_9,Q2_10,Q3,SQ3,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q4_6,Q4_7,Q4_8,Q4_9,Q4_10,Q4_11,Q4_12,Q4_13,Q4_14,Q4_15,Q4_16,Q4_17,Q5_1,Q5_2,Q5_3,Q5_4,Q5_5,Q6_1,Q6_2,Q6_3,Q6_4,Q6_5,Q7,SQ7_1_1,SQ7_1_2,SQ7_1_3,SQ7_2,Q8,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q9_6,Q9_7,Q9_8,Q9_9,Q1_1_FA,Q1_2_FA,Q1_3_FA,SQ7_1_1_FA,SQ7_1_2_FA,SQ7_1_3_FA
345,萩生田＝光一,1,13,24,0,55,1,66,3,4,1,54,2,5,1,3,95,0,80,50,50,20,20,80,10,95,1,5,1,3,1,2,1,3,2,2,2,2,2,3,2,2,3,3,3,2,3,4,2,2,3,3,4,2,2,1,1,9,4,2,2,1,1,1,1,1,1,1,1,3,,,,,,
346,飯田＝美弥子,1,13,24,0,55,3,66,1,0,2,57,1,12,5,7,0,25,0,100,0,25,75,0,0,0,5,66,5,5,5,1,5,5,2,3,1,1,5,3,5,1,1,1,5,4,5,1,4,5,5,5,5,3,5,5,66,66,66,66,5,5,5,1,5,5,5,5,5,5,,,,,,
347,吉羽＝美華,1,13,24,0,55,7,66,1,0,2,37,1,10,5,11,999,999,999,999,999,999,999,999,999,999,5,66,2,3,3,2,3,3,3,4,2,2,3,2,2,1,3,2,1,4,4,3,4,1,5,2,2,1,4,1,5,6,4,2,3,4,3,2,2,2,4,4,3,5,,,,,,
348,高橋＝斉久,1,13,24,0,55,8,2,1,0,1,44,1,5,7,6,999,100,999,999,999,999,999,999,999,999,2,2,2,3,3,2,2,5,3,2,2,2,5,3,3,3,3,4,4,3,5,3,4,4,3,4,2,3,3,2,6,4,99,2,99,4,2,3,3,4,3,3,4,5,,,,,,
349,井上＝信治,1,13,25,0,55,1,66,3,5,1,48,2,16,6,1,100,25,75,0,25,0,0,50,25,100,1,5,1,1,1,1,1,5,3,1,3,1,3,5,1,3,3,1,5,3,3,3,5,1,3,5,3,1,1,1,9,1,2,1,1,1,1,3,1,1,1,1,1,5,経済・景気,,,,,
350,小沢＝鋭仁,1,13,25,0,55,7,66,3,8,1,63,1,16,10,2,50,50,50,10,100,50,40,50,100,50,5,66,1,3,2,3,3,3,3,4,2,2,2,2,4,1,2,2,1,4,4,3,4,1,4,2,2,1,2,1,4,9,8,1,2,2,2,2,2,2,4,4,3,5,身を切る改革,,,,,
351,山下＝容子,1,13,25,0,55,8,2,1,0,2,58,1,15,9,4,20,999,20,60,30,80,60,20,20,30,5,66,3,5,4,1,3,5,2,3,3,3,3,2,5,1,2,4,4,3,5,1,5,2,4,4,4,3,4,4,66,66,66,66,3,3,4,3,4,5,2,3,5,5,,,,,,
352,井上＝宣,1,13,25,0,66,3,66,1,0,1,43,1,12,1,15,10,50,10,100,10,20,60,10,10,0,5,66,5,5,5,1,5,5,1,3,1,1,5,3,5,1,1,1,5,5,5,1,4,5,5,5,5,3,5,5,66,66,66,66,5,5,5,1,5,5,5,5,5,5,,,,,,
353,松本＝純,1,14,1,0,54,1,66,3,6,1,67,2,16,99,99,999,999,999,999,999,999,999,999,999,999,1,4,2,3,2,1,99,3,2,1,2,3,3,3,2,3,3,3,4,3,3,3,3,3,3,3,3,2,1,1,11,9,11,2,3,1,1,1,1,1,1,1,1,1,政治の安定,,,教育の充実,,合区解消
354,長島＝一由,1,14,1,0,54,7,66,2,1,1,50,1,10,1,6,999,999,999,999,999,999,999,999,999,999,4,66,2,99,3,1,3,3,4,4,2,2,5,3,5,3,3,2,1,4,2,1,4,1,3,4,2,4,4,1,6,4,10,2,4,3,3,1,3,3,3,3,4,5,,,,,,
355,篠原＝豪,1,14,1,0,54,8,2,3,1,1,42,3,10,1,11,0,75,25,50,50,50,50,0,0,0,4,66,3,5,3,1,5,4,3,4,2,1,5,4,4,3,3,2,4,4,5,2,4,2,3,4,1,4,5,2,4,10,8,2,4,5,2,4,5,5,4,4,5,5,,,,,,
356,菅＝義偉,1,14,2,0,54,1,66,3,7,1,68,2,99,99,99,999,999,999,999,999,999,999,999,999,999,1,5,1,5,1,1,99,99,99,99,99,99,99,3,1,99,99,99,99,3,4,3,4,2,3,3,3,2,2,1,99,99,99,99,99,99,99,99,99,99,99,99,99,99,,,,,,
357,橋本＝久美,1,14,2,0,54,7,66,1,0,2,48,1,99,99,99,10,50,40,5,40,60,5,50,100,5,5,66,2,4,4,2,3,3,2,2,2,2,4,3,5,1,2,4,2,3,5,1,2,4,5,2,2,2,4,2,4,5,9,2,3,4,4,2,2,3,4,4,3,5,,,,,,
358,高橋＝野枝,1,14,2,0,54,8,2,1,0,2,43,1,16,5,1,10,90,10,10,10,5,5,0,90,0,3,5,3,5,5,1,5,5,3,3,1,2,4,3,5,1,3,1,5,5,5,1,5,2,3,4,4,5,5,3,66,66,66,66,5,5,5,3,5,5,5,5,5,5,"女性の社会進出,地位向上",,,,,
359,大貫＝清文,1,14,2,0,66,3,66,1,0,1,60,1,12,5,3,0,20,0,100,0,50,100,0,0,0,5,66,5,5,5,1,5,5,2,3,1,1,5,3,5,1,1,1,5,5,5,1,4,5,5,5,5,3,5,5,66,66,66,66,5,5,5,1,5,5,5,5,5,5,,,,,,
360,小此木＝八郎,1,14,3,0,54,1,66,3,7,1,52,2,1,16,5,999,999,999,999,999,999,999,999,999,999,1,5,2,3,1,1,3,4,2,2,2,4,3,3,2,3,3,3,3,3,3,4,3,2,3,4,3,2,2,1,1,99,99,1,1,1,1,1,1,1,1,1,1,2,,経済,,,,
361,勝又＝恒一郎,1,14,3,0,54,7,66,2,1,1,54,1,2,15,6,0,80,70,0,70,50,10,50,100,0,5,66,2,5,3,1,3,4,2,3,2,2,5,2,5,2,2,2,3,4,5,1,3,2,5,2,2,2,3,1,4,10,5,2,5,4,2,1,4,2,4,3,4,5,,,,,,
362,釘丸＝進,1,14,3,0,66,3,66,1,0,1,44,1,1,12,3,0,25,0,100,0,15,75,0,0,0,5,66,5,5,5,1,5,5,2,3,1,1,5,3,5,1,1,1,5,4,5,1,3,5,5,5,5,3,5,5,66,66,66,66,5,5,5,1,5,5,5,5,5,5,,,,,,
363,壹岐＝愛子,1,14,3,0,66,9,66,1,0,2,32,1,1,2,14,50,20,35,10,35,25,10,50,20,50,5,66,1,1,1,5,1,1,3,2,5,5,5,3,1,3,4,2,2,1,2,5,3,1,5,3,2,1,2,1,1,5,11,1,5,4,3,2,5,2,5,5,4,5,,,,,,20条3項の撤廃
364,伊藤＝久美子,1,14,3,0,66,11,66,1,0,2,57,1,5,15,6,0,75,25,25,10,30,60,0,30,0,5,66,3,3,3,1,5,4,2,2,3,2,5,3,5,1,3,5,5,3,5,1,3,3,5,5,3,2,3,5,66,66,66,66,5,5,4,1,5,3,3,4,5,5,,,,,,
365,山本＝朋広,1,14,4,0,54,1,66,3,3,1,42,3,1,5,99,100,50,100,50,50,50,50,50,50,100,1,4,1,3,1,1,3,3,2,3,2,3,3,3,2,2,2,2,3,2,4,4,4,3,3,2,3,3,2,1,11,9,3,99,1,1,1,1,1,1,1,1,1,1,,,,自衛隊の明記,,
366,風間＝法子,1,14,4,0,54,7,66,1,0,2,47,1,7,1,5,50,50,50,0,50,50,0,50,100,10,5,66,2,2,3,3,3,4,4,3,3,2,4,3,5,2,2,3,3,3,4,2,4,1,4,3,2,2,3,2,10,9,99,2,3,4,4,2,3,3,3,3,4,5,,,,,,
367,早稲田＝夕季,1,14,4,0,54,8,2,1,0,2,58,2,12,15,5,0,80,20,60,0,70,70,0,0,0,5,66,3,5,5,1,5,5,4,2,1,2,5,4,5,1,1,2,5,4,5,2,2,4,5,4,4,2,4,5,66,66,66,66,5,5,4,2,4,5,5,5,5,5,,,,,,
368,浅尾＝慶一郎,1,14,4,0,66,11,66,3,3,1,53,1,1,2,10,100,999,90,0,60,0,10,60,60,100,2,4,2,2,3,1,3,2,3,2,1,3,3,3,2,1,1,1,2,2,5,3,3,1,3,2,1,2,1,2,5,9,3,1,1,1,1,2,2,1,2,2,1,3,,,,,,
369,坂井＝学,1,14,5,0,54,1,66,3,3,1,52,2,1,3,16,999,999,999,999,999,999,999,999,999,999,1,4,1,2,2,2,3,4,3,3,3,3,3,3,3,4,3,4,3,3,3,3,3,2,3,3,3,3,3,1,1,9,11,1,1,1,2,2,2,1,2,2,1,3,,,人口減少社会への対応,,,参院の合区解消
370,吉岡＝憲史,1,14,5,0,54,7,66,1,0,1,39,1,2,7,10,30,70,30,30,50,50,30,30,100,30,5,66,1,3,3,3,1,4,4,4,1,2,4,1,3,1,3,1,1,4,4,3,4,1,5,2,2,1,4,1,9,4,6,2,3,4,3,2,2,2,4,4,3,5,,,,,,
371,横山＝征吾,1,14,5,0,66,3,66,1,0,1,46,1,7,1,2,0,999,0,100,0,0,75,0,0,0,5,66,5,5,5,1,5,5,1,3,1,1,5,3,5,1,1,1,5,4,5,1,3,5,5,5,5,3,5,5,66,66,66,66,5,5,5,1,5,5,5,5,5,5,,,,,,
372,串田＝誠一,1,14,6,0,54,4,66,1,0,1,59,3,5,11,10,60,0,50,0,100,0,0,50,70,70,5,66,1,5,2,3,3,2,4,2,1,1,4,2,4,2,3,1,1,3,3,3,5,1,3,2,1,5,3,1,3,2,4,1,2,4,1,1,2,1,3,1,1,5,,,,,,
373,青柳＝陽一郎,1,14,6,0,54,8,2,3,2,1,48,2,5,6,10,20,90,0,20,0,30,20,0,50,20,5,66,2,3,3,2,2,4,4,3,2,3,4,2,4,3,3,2,2,4,4,2,3,2,5,4,3,3,3,3,66,66,66,66,4,4,3,2,3,4,5,4,4,5,,,,,,
374,上田＝勇,1,14,6,0,66,2,66,3,7,1,59,1,16,5,3,90,999,100,0,30,0,0,30,0,80,2,5,2,3,2,1,4,4,3,4,3,2,4,2,3,2,3,2,5,3,4,4,2,2,3,5,2,2,1,2,99,99,99,2,2,1,1,1,2,1,2,2,1,4,経済政策,,,,,
375,鈴木＝馨祐,1,14,7,0,54,1,66,3,3,1,40,2,1,5,2,90,0,90,0,40,0,0,25,10,90,1,3,1,2,1,1,3,1,5,5,2,3,2,1,2,1,1,1,3,1,5,4,5,1,2,2,1,5,1,1,1,9,2,2,2,2,1,3,1,1,1,1,1,3,,,,,,
376,川野＝案,1,14,7,0,54,7,66,1,0,2,35,1,5,10,15,999,50,999,999,20,999,999,999,100,999,5,66,3,3,3,3,3,4,4,4,2,1,3,1,3,1,3,1,1,4,4,3,4,1,5,2,2,1,4,1,1,5,4,2,3,2,3,2,2,2,4,3,3,5,,,,,,
377,中谷＝一馬,1,14,7,0,54,8,2,1,0,1,34,3,5,6,10,75,90,75,80,50,80,80,40,50,15,4,66,3,5,4,1,4,5,3,3,1,2,5,3,4,1,2,2,4,3,3,2,3,2,3,4,2,3,4,4,66,66,66,66,5,4,5,3,5,5,3,4,5,5,,,,,,
378,三谷＝英弘,1,14,8,0,54,1,66,2,1,1,41,3,5,6,1,100,999,999,999,999,999,999,999,999,100,1,4,1,3,1,1,2,3,3,3,2,3,3,3,2,3,3,2,2,2,3,4,3,3,3,2,3,3,2,1,1,9,3,2,1,1,1,1,1,1,1,1,1,1,,,,,,
379,加藤＝リカ,1,14,8,0,66,3,66,1,0,2,45,1,12,5,15,0,50,0,100,0,50,80,0,0,0,5,66,5,5,5,1,5,5,2,3,1,1,5,3,5,1,1,1,5,5,5,1,4,5,5,5,5,3,5,5,66,66,66,66,5,5,5,1,5,5,5,5,5,5,,,,,,
380,大西＝恒樹,1,14,8,0,66,10,66,1,0,1,53,1,2,5,14,30,50,20,50,0,50,30,0,0,0,5,66,4,5,1,1,5,5,2,2,1,2,5,2,5,1,4,4,5,5,5,1,2,5,5,3,4,1,3,5,66,66,66,66,5,5,5,1,5,5,4,4,5,5,,,,,,
381,江田＝憲司,1,14,8,0,66,11,3,3,5,1,61,2,5,6,7,999,999,999,999,999,999,999,0,999,0,5,66,2,5,2,1,5,3,4,2,1,2,3,3,5,1,2,3,2,3,4,2,2,2,5,3,1,2,4,2,4,7,8,2,5,4,2,2,4,5,5,4,5,5,,,,,,
382,中山＝展宏,1,14,9,0,54,1,66,3,2,1,49,3,1,5,6,95,999,90,10,60,20,15,999,30,90,1,4,1,3,1,1,4,3,2,3,2,3,3,3,3,4,2,2,3,3,4,3,3,2,3,3,3,2,1,1,9,1,11,2,2,1,1,1,1,1,1,1,1,2,,,,,,教育の充実
383,笠＝浩史,1,14,9,0,54,7,66,3,5,1,52,2,5,10,1,50,60,50,10,50,50,10,50,100,50,5,66,2,3,2,2,2,4,4,4,2,2,3,2,3,3,4,1,1,4,4,3,4,1,3,2,2,1,4,1,4,5,9,2,3,4,3,2,2,3,3,3,4,5,,,,,,
384,斉藤＝温,1,14,9,0,66,3,66,1,0,2,26,1,12,7,1,0,50,0,100,0,0,90,0,0,0,5,66,5,5,5,1,5,5,2,3,1,1,5,3,5,1,1,1,5,4,5,1,3,5,5,5,5,3,5,5,66,66,66,66,5,5,5,1,5,5,5,5,5,5,,,,,,
385,田中＝和徳,1,14,10,0,54,1,66,3,7,1,68,2,1,16,5,999,999,999,999,999,999,999,999,999,999,1,4,1,3,1,1,3,3,2,3,2,3,3,3,2,5,3,2,4,99,99,4,4,3,3,4,3,3,2,1,1,9,11,2,3,1,1,1,1,1,1,1,1,2,,再犯防止,,,,教育の充実
386,畑野＝君枝,1,14,10,0,54,3,66,3,1,2,60,3,12,5,7,0,999,0,100,0,50,75,0,0,0,5,66,5,5,5,1,5,5,1,3,1,1,5,3,5,1,1,1,5,5,5,1,4,5,5,5,5,3,5,5,66,66,66,66,5,5,5,1,5,5,5,5,5,5,,,,,,
387,市川＝佳子,1,14,10,0,54,7,66,1,0,2,53,1,10,5,6,30,999,50,10,70,50,50,50,100,30,5,66,2,3,2,1,3,4,4,4,2,1,4,3,4,1,3,2,1,4,4,3,4,1,4,2,2,1,3,1,4,6,5,2,3,4,3,2,2,2,4,4,4,5,,,,,,
388,真白＝リョウ,1,14,11,0,54,7,66,1,0,2,41,1,5,15,12,30,35,0,75,5,100,70,5,50,0,5,66,5,4,5,1,5,3,2,1,1,1,5,2,5,1,1,3,2,5,3,1,1,5,4,4,4,2,1,4,66,66,66,66,99,4,5,1,4,5,4,5,5,5,,,,,,
389,小泉＝進次郎,0,14,11,0,66,1,66,3,3,1,36,2,99,99,99,999,999,999,999,999,999,999,999,999,999,99,66,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,66,66,66,66,99,99,99,99,99,99,99,99,99,99,,,,,,
390,瀬戸＝和弘,1,14,11,0,66,3,66,1,0,1,65,1,12,6,5,0,0,0,100,0,50,90,0,0,0,5,66,5,5,5,1,5,5,2,2,1,1,5,3,5,1,1,1,5,5,5,1,4,5,5,5,5,2,5,5,66,66,66,66,5,5,5,1,5,5,5,5,5,5,,,,,,
391,圷＝孝行,1,14,11,0,66,10,66,1,0,1,67,1,16,5,2,0,0,0,0,0,0,0,0,0,0,5,66,5,5,5,99,5,3,5,5,5,1,5,1,5,1,2,3,1,5,5,3,5,3,5,5,3,5,5,3,66,66,66,66,5,5,5,5,5,5,5,5,5,5,DK,,,,,
392,星野＝剛士,1,14,12,0,54,1,66,3,2,1,54,3,3,1,7,100,0,100,0,70,0,0,70,0,100,1,4,1,1,1,3,1,4,2,1,3,4,1,4,1,5,3,2,4,3,3,5,3,1,2,4,2,2,1,1,1,11,8,1,2,1,1,1,2,1,2,1,1,3,,,,,DK,
393,原＝輝雄,1,14,12,0,54,7,66,1,0,1,43,1,10,12,15,999,999,999,999,999,999,999,999,100,999,5,66,2,3,3,4,2,3,4,4,2,2,3,2,3,2,3,2,1,4,4,3,4,1,4,2,2,1,4,1,4,1,5,1,3,3,3,2,2,2,4,4,3,5,,,,,,
394,阿部＝知子,1,14,12,0,54,8,2,3,6,2,69,2,12,5,15,25,999,25,25,0,25,50,0,0,0,4,66,5,5,5,1,5,5,5,2,1,1,5,1,5,1,1,4,5,5,5,1,4,5,1,5,2,2,5,2,10,6,11,2,5,5,5,5,5,5,5,5,5,5,,,,,,緊急事態における人権と立憲主義の保障
395,甘利＝明,1,14,13,0,54,1,66,3,11,1,68,2,1,5,99,100,30,80,0,60,10,10,60,20,100,1,4,1,3,1,1,3,3,2,3,2,3,3,3,2,3,4,2,3,2,3,4,4,3,3,3,3,3,2,1,1,2,3,1,1,1,1,1,1,1,1,1,1,2,,,,,,
396,岡崎＝裕,1,14,13,0,54,3,66,1,0,1,39,1,12,7,5,0,999,0,100,0,75,75,0,0,0,5,66,5,5,5,1,5,5,1,3,1,1,5,3,5,1,1,1,5,5,5,1,4,5,5,5,5,3,5,5,66,66,66,66,5,5,5,1,5,5,5,5,5,5,,,,,,
397,太＝栄志,1,14,13,0,54,7,66,1,0,1,40,1,10,5,1,999,80,999,999,80,999,999,999,100,999,5,66,2,4,2,2,5,4,4,4,3,2,3,2,4,1,2,2,1,4,4,3,4,1,2,2,2,2,3,1,4,9,5,2,3,4,3,3,2,2,4,4,3,5,,,,,,
398,赤間＝二郎,1,14,14,0,54,1,66,3,3,1,49,2,1,5,3,90,0,85,0,50,0,0,80,0,75,2,2,2,3,1,3,3,4,3,3,4,3,2,3,2,2,4,4,4,3,3,3,4,2,2,4,3,3,3,2,9,99,99,2,2,2,3,3,2,2,2,1,2,4,,,,,,
399,本村＝賢太郎,1,14,14,0,54,7,1,3,2,1,47,3,6,1,7,60,100,80,60,60,60,60,50,70,25,3,2,2,5,2,2,5,4,4,4,2,2,4,2,5,2,2,2,3,4,4,1,4,3,4,4,3,5,4,2,10,4,8,2,2,4,4,4,4,4,2,2,4,5,,,,,,
400,中野渡＝旬,1,14,14,0,66,3,66,1,0,1,69,1,1,2,9,0,20,0,100,0,20,80,0,0,0,5,66,5,5,5,1,5,5,2,3,1,1,5,3,5,1,1,1,5,5,5,1,3,5,5,5,5,3,5,5,66,66,66,66,5,5,5,1,5,5,5,5,5,5,,,,,,
401,河野＝太郎,1,14,15,0,54,1,66,3,7,1,54,2,1,6,15,100,50,90,0,50,5,50,50,50,100,1,3,2,1,1,1,5,3,3,3,2,2,3,2,3,2,4,2,3,3,5,2,4,2,3,3,2,4,4,3,66,66,66,66,1,1,1,3,1,1,1,1,1,2,,,,,,
402,佐々木＝克己,1,14,15,0,54,5,66,1,0,1,62,1,12,2,5,0,60,0,80,0,60,100,0,40,0,5,66,5,5,5,1,5,5,1,3,1,1,5,3,5,1,1,3,5,5,5,1,3,5,5,5,3,3,3,5,66,66,66,66,5,5,5,1,5,5,4,5,5,5,,,,,,
403,乃木＝涼介,1,14,15,0,54,7,1,1,0,1,53,1,15,5,3,0,100,20,0,50,80,50,20,100,0,5,66,3,5,5,1,3,5,3,2,1,1,4,3,5,1,1,1,2,5,5,1,2,1,5,4,4,1,4,3,66,66,66,66,4,5,5,1,5,4,4,5,5,5,,,,,,
404,義家＝弘介,1,14,16,0,54,1,66,3,2,1,46,2,1,5,14,100,0,100,0,50,0,0,90,0,100,1,4,1,3,1,1,2,3,2,3,2,3,3,3,2,3,3,2,5,3,2,4,4,3,3,3,3,3,2,1,1,9,11,1,1,1,1,1,1,1,1,1,1,1,,,,,,教育の充実
405,後藤＝祐一,1,14,16,0,54,7,66,3,3,1,48,3,2,15,10,50,999,75,0,50,50,10,25,100,10,5,66,1,4,2,3,4,4,4,4,3,1,3,1,3,1,3,1,1,4,4,3,4,1,4,3,2,1,4,1,11,4,2,2,2,4,3,2,2,2,5,4,3,5,,,,原発ゼロ,,
406,池田＝博英,1,14,16,0,66,3,66,1,0,1,54,1,12,16,5,10,20,5,95,0,5,80,0,0,0,5,66,5,5,5,1,5,5,2,3,1,1,5,3,5,1,1,1,5,5,5,1,3,5,5,5,5,3,5,5,66,66,66,66,5,5,5,1,5,5,5,5,5,5,,消費税10％増税中止し格差と貧困を正す,,,,
407,牧島＝かれん,1,14,17,0,54,1,66,3,2,2,40,2,16,16,1,999,999,999,999,999,999,999,999,999,999,1,99,1,3,3,3,3,3,3,2,3,3,3,3,1,3,2,2,3,3,5,4,3,3,3,3,3,3,3,1,1,9,2,2,2,1,2,2,2,1,2,2,2,3,経済対策,地方再生,,,,
408,神山＝洋介,1,14,17,0,54,7,1,3,2,1,42,1,5,1,13,0,100,0,50,25,50,50,0,80,0,2,4,2,3,3,2,5,4,3,3,1,2,3,3,3,2,3,3,3,3,4,3,4,3,1,3,3,3,4,2,1,9,6,2,3,5,4,4,5,5,4,4,5,5,,,,,,
409,横田＝英司,1,14,17,0,66,3,66,1,0,1,59,1,16,1,16,10,50,10,90,10,65,60,10,10,0,5,66,5,5,5,1,5,5,2,3,1,1,5,3,5,1,1,1,5,5,5,1,4,5,5,5,5,3,5,5,66,66,66,66,5,5,5,1,5,5,5,5,5,5,アベ暴走政治そのものを続けさすのか,,経済,,,
410,山際＝大志郎,1,14,18,0,54,1,66,3,4,1,49,2,3,99,99,100,0,100,0,0,0,0,0,0,100,1,5,1,1,3,3,3,3,3,3,2,3,2,2,1,5,5,4,3,2,3,5,4,2,1,2,2,2,1,1,1,9,2,1,1,1,1,2,1,1,4,1,1,3,,,,,,
411,若林＝靖久,1,14,18,0,54,3,66,1,0,1,32,1,7,5,12,0,25,0,100,0,50,75,0,0,0,5,66,5,5,5,1,5,5,1,3,1,1,5,3,5,1,1,1,5,4,5,1,3,5,5,5,5,3,5,5,66,66,66,66,5,5,5,1,5,5,5,5,5,5,,,,,,
412,三村＝和也,1,14,18,0,54,7,1,2,1,1,42,1,1,5,6,0,75,50,50,50,50,50,50,100,0,4,66,2,3,3,1,4,3,4,3,2,3,4,2,4,2,2,3,2,3,3,2,4,1,4,4,3,4,3,2,6,5,4,2,4,5,4,3,3,5,5,3,5,5,,,,,,
413,石崎＝徹,1,15,1,0,56,1,66,3,2,1,33,3,5,1,7,100,0,100,0,50,0,0,50,50,999,1,5,1,1,1,3,3,5,1,3,1,1,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,1,11,5,8,2,3,1,3,1,3,2,2,2,2,3,,,,自衛隊の明記,,
414,西村＝智奈美,1,15,1,0,56,8,2,3,4,2,50,2,5,7,12,0,999,25,50,25,50,75,999,25,0,2,1,3,5,3,1,5,5,2,3,2,2,5,3,5,1,1,2,3,5,5,2,4,4,2,4,4,4,4,2,11,99,99,2,5,4,4,4,4,5,4,5,5,5,,,,知る権利の明記,,
415,細田＝健一,1,15,2,0,56,1,66,3,2,1,53,3,1,5,99,999,999,999,999,999,999,999,999,999,999,1,99,1,3,1,1,3,3,2,3,2,3,3,3,2,99,99,2,99,99,99,4,4,3,3,99,3,3,2,1,1,9,11,99,99,1,1,1,1,1,1,1,1,2,,,,,,教育の充実
416,五十嵐＝健彦,1,15,2,0,66,3,66,1,0,1,37,1,15,1,2,0,25,0,100,0,75,75,0,0,0,5,66,5,5,5,1,5,5,3,3,1,1,5,3,5,1,1,1,5,5,5,1,5,5,5,5,5,5,5,5,66,66,66,66,5,5,5,3,5,5,5,5,5,5,,,,,,
417,鷲尾＝英一郎,1,15,2,0,66,11,3,3,4,1,40,2,5,4,1,50,50,50,50,50,50,50,50,50,50,2,5,2,3,2,3,3,4,2,3,2,3,3,2,3,4,3,2,3,3,3,3,3,2,3,3,2,2,2,2,1,9,10,2,3,4,4,3,3,3,4,4,4,5,,,,,,
418,斎藤＝洋明,1,15,3,0,56,1,66,3,2,1,40,3,4,14,5,50,0,80,0,20,0,0,30,0,50,1,4,1,3,1,1,1,3,2,3,2,3,3,3,2,3,3,2,3,4,3,3,4,3,3,4,3,3,2,1,99,99,99,2,3,1,1,1,1,1,1,1,1,1,,,,,,
419,黒岩＝宇洋,1,15,3,0,66,11,3,3,2,1,51,2,4,6,5,0,100,0,70,0,70,70,0,25,0,4,66,4,4,2,1,5,4,2,2,1,2,4,3,4,1,1,1,3,4,5,2,4,3,4,4,2,3,4,4,66,66,66,66,4,5,5,2,4,5,3,4,5,5,,,,,,
420,三村＝誉一,1,15,3,0,66,11,66,1,0,1,71,1,1,12,15,0,0,0,0,0,0,0,0,0,0,5,66,5,5,5,1,4,2,3,5,2,1,5,3,5,1,3,4,1,5,5,1,5,5,5,5,5,3,5,5,66,66,66,66,5,5,5,3,5,5,5,5,5,5,,,,,,
421,金子＝恵美,1,15,4,0,56,1,66,3,2,2,39,1,6,4,5,85,10,80,0,50,0,0,70,50,70,2,99,2,5,2,1,3,4,1,2,2,3,3,2,3,3,2,2,3,4,3,3,4,4,4,4,2,1,2,1,4,1,8,2,1,2,3,2,1,1,4,5,2,4,,,,,,
422,菊田＝真紀子,1,15,4,0,66,11,3,3,5,2,47,2,15,12,3,999,999,999,999,999,999,999,999,999,0,4,66,2,4,2,1,5,3,4,4,1,1,5,2,5,1,2,1,2,5,5,1,4,2,4,4,3,4,5,4,66,66,66,66,5,5,5,3,5,5,5,5,5,5,,,,,,
423,泉田＝裕彦,1,15,5,0,56,1,66,1,0,1,55,2,99,99,99,999,999,999,999,999,999,999,999,999,999,99,66,2,5,2,3,3,4,1,1,2,99,3,4,99,3,4,3,5,4,2,99,1,99,4,4,4,1,2,2,4,11,9,2,3,2,4,1,3,2,3,3,3,4,,,,,参議院を地方の代表にし、一票の格差とは別の視点,
424,笠原＝麗香,1,15,5,0,66,9,66,1,0,2,25,1,1,2,4,50,25,25,25,25,25,25,50,0,50,5,66,1,1,1,5,1,1,1,1,5,5,5,1,1,4,5,5,1,1,4,5,2,1,5,1,1,4,1,1,1,11,2,99,5,4,1,1,5,2,1,5,5,5,,,,,前文,
425,大平＝悦子,1,15,5,0,66,11,66,1,0,2,61,1,15,5,4,0,100,0,100,0,100,100,0,50,0,3,4,4,5,5,1,5,4,2,3,4,1,5,2,5,2,2,3,5,5,3,2,3,4,3,4,3,3,2,4,66,66,66,66,5,4,4,2,5,5,3,5,5,5,,,,,,
426,高鳥＝修一,1,15,6,0,56,1,66,3,3,1,57,2,1,5,6,100,999,100,999,999,999,999,999,999,100,1,4,1,3,1,1,2,3,2,3,2,3,3,3,3,4,4,2,3,3,3,3,4,3,3,3,3,3,2,1,99,99,99,2,1,1,1,1,1,1,1,1,1,2,,,,,,
427,梅谷＝守,0,15,6,0,66,11,3,1,0,1,43,1,99,99,99,999,999,999,999,999,999,999,999,999,999,99,66,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,66,66,66,66,99,99,99,99,99,99,99,99,99,99,,,,,,
428,田畑＝裕明,1,16,1,0,56,1,66,3,2,1,44,2,6,5,1,100,40,80,0,50,0,0,50,0,100,2,4,1,4,2,2,2,3,2,2,4,2,3,3,2,5,5,3,4,2,1,5,3,4,3,4,2,2,2,1,1,4,9,1,2,1,1,2,1,1,3,3,1,3,,,,,,
429,吉田＝豊史,1,16,1,0,56,4,66,3,1,1,47,1,10,5,1,999,999,999,999,999,999,999,999,999,999,5,66,1,5,2,3,3,3,4,2,1,2,4,2,4,2,3,1,1,3,3,3,3,1,3,2,1,3,2,1,3,2,4,1,2,3,1,1,2,1,3,1,1,5,,,,,,
